Edad,Ano ,Origen,dx
53,2020,Sudamerica,80
54,2020,Sudamerica,83
55,2020,Sudamerica,88
56,2020,Sudamerica,100
57,2020,Sudamerica,116
58,2020,Sudamerica,109
59,2020,Sudamerica,100
60,2020,Sudamerica,127
61,2020,Sudamerica,132
62,2020,Sudamerica,139
63,2020,Sudamerica,132
64,2020,Sudamerica,131
65,2020,Sudamerica,135
66,2020,Sudamerica,124
67,2020,Sudamerica,135
68,2020,Sudamerica,116
69,2020,Sudamerica,109
70,2020,Sudamerica,111
71,2020,Sudamerica,108
72,2020,Sudamerica,118
73,2020,Sudamerica,114
74,2020,Sudamerica,122
75,2020,Sudamerica,87
76,2020,Sudamerica,108
77,2020,Sudamerica,110
78,2020,Sudamerica,96
79,2020,Sudamerica,98
80,2020,Sudamerica,103
81,2020,Sudamerica,106
82,2020,Sudamerica,87
83,2020,Sudamerica,82
84,2020,Sudamerica,96
85,2020,Sudamerica,98
86,2020,Sudamerica,73
87,2020,Sudamerica,85
88,2020,Sudamerica,102
89,2020,Sudamerica,104
90,2020,Sudamerica,540
0,2021,Sudamerica,11
1,2021,Sudamerica,2
2,2021,Sudamerica,4
3,2021,Sudamerica,4
4,2021,Sudamerica,5
5,2021,Sudamerica,3
6,2021,Sudamerica,4
7,2021,Sudamerica,3
8,2021,Sudamerica,2
9,2021,Sudamerica,3
10,2021,Sudamerica,4
11,2021,Sudamerica,3
12,2021,Sudamerica,3
13,2021,Sudamerica,4
14,2021,Sudamerica,3
15,2021,Sudamerica,5
16,2021,Sudamerica,6
17,2021,Sudamerica,7
18,2021,Sudamerica,4
19,2021,Sudamerica,4
20,2021,Sudamerica,9
21,2021,Sudamerica,9
22,2021,Sudamerica,18
23,2021,Sudamerica,13
24,2021,Sudamerica,16
25,2021,Sudamerica,13
26,2021,Sudamerica,20
27,2021,Sudamerica,20
28,2021,Sudamerica,18
29,2021,Sudamerica,15
30,2021,Sudamerica,17
31,2021,Sudamerica,14
32,2021,Sudamerica,19
33,2021,Sudamerica,24
34,2021,Sudamerica,19
35,2021,Sudamerica,17
36,2021,Sudamerica,19
37,2021,Sudamerica,32
38,2021,Sudamerica,22
39,2021,Sudamerica,34
40,2021,Sudamerica,34
41,2021,Sudamerica,44
42,2021,Sudamerica,39
43,2021,Sudamerica,47
44,2021,Sudamerica,38
45,2021,Sudamerica,52
46,2021,Sudamerica,55
47,2021,Sudamerica,43
48,2021,Sudamerica,69
49,2021,Sudamerica,59
50,2021,Sudamerica,53
51,2021,Sudamerica,70
52,2021,Sudamerica,53
53,2021,Sudamerica,78
54,2021,Sudamerica,76
55,2021,Sudamerica,59
56,2021,Sudamerica,91
57,2021,Sudamerica,94
58,2021,Sudamerica,92
59,2021,Sudamerica,117
60,2021,Sudamerica,91
61,2021,Sudamerica,96
62,2021,Sudamerica,124
63,2021,Sudamerica,101
64,2021,Sudamerica,105
65,2021,Sudamerica,138
66,2021,Sudamerica,108
67,2021,Sudamerica,103
68,2021,Sudamerica,103
69,2021,Sudamerica,116
70,2021,Sudamerica,121
71,2021,Sudamerica,117
72,2021,Sudamerica,106
73,2021,Sudamerica,118
74,2021,Sudamerica,94
75,2021,Sudamerica,89
76,2021,Sudamerica,96
77,2021,Sudamerica,116
78,2021,Sudamerica,117
79,2021,Sudamerica,94
80,2021,Sudamerica,104
81,2021,Sudamerica,74
82,2021,Sudamerica,73
83,2021,Sudamerica,98
84,2021,Sudamerica,84
85,2021,Sudamerica,90
86,2021,Sudamerica,79
87,2021,Sudamerica,70
88,2021,Sudamerica,60
89,2021,Sudamerica,86
90,2021,Sudamerica,496
0,2022,Sudamerica,7
1,2022,Sudamerica,3
2,2022,Sudamerica,3
3,2022,Sudamerica,4
4,2022,Sudamerica,6
5,2022,Sudamerica,5
6,2022,Sudamerica,2
7,2022,Sudamerica,4
8,2022,Sudamerica,3
9,2022,Sudamerica,3
10,2022,Sudamerica,3
11,2022,Sudamerica,5
12,2022,Sudamerica,3
13,2022,Sudamerica,4
14,2022,Sudamerica,4
15,2022,Sudamerica,6
16,2022,Sudamerica,6
17,2022,Sudamerica,5
18,2022,Sudamerica,6
19,2022,Sudamerica,10
20,2022,Sudamerica,5
21,2022,Sudamerica,15
22,2022,Sudamerica,12
23,2022,Sudamerica,13
24,2022,Sudamerica,17
25,2022,Sudamerica,16
26,2022,Sudamerica,20
27,2022,Sudamerica,13
28,2022,Sudamerica,25
29,2022,Sudamerica,22
30,2022,Sudamerica,16
31,2022,Sudamerica,23
32,2022,Sudamerica,15
33,2022,Sudamerica,21
34,2022,Sudamerica,33
35,2022,Sudamerica,33
36,2022,Sudamerica,19
37,2022,Sudamerica,26
38,2022,Sudamerica,28
39,2022,Sudamerica,36
40,2022,Sudamerica,34
41,2022,Sudamerica,39
42,2022,Sudamerica,45
43,2022,Sudamerica,44
44,2022,Sudamerica,47
45,2022,Sudamerica,48
46,2022,Sudamerica,52
47,2022,Sudamerica,48
48,2022,Sudamerica,67
49,2022,Sudamerica,59
50,2022,Sudamerica,61
51,2022,Sudamerica,53
52,2022,Sudamerica,63
53,2022,Sudamerica,63
54,2022,Sudamerica,69
55,2022,Sudamerica,74
56,2022,Sudamerica,74
57,2022,Sudamerica,86
58,2022,Sudamerica,94
59,2022,Sudamerica,111
60,2022,Sudamerica,106
61,2022,Sudamerica,90
62,2022,Sudamerica,117
63,2022,Sudamerica,107
64,2022,Sudamerica,93
65,2022,Sudamerica,93
66,2022,Sudamerica,84
67,2022,Sudamerica,106
68,2022,Sudamerica,106
69,2022,Sudamerica,114
70,2022,Sudamerica,117
71,2022,Sudamerica,102
72,2022,Sudamerica,115
73,2022,Sudamerica,90
74,2022,Sudamerica,96
75,2022,Sudamerica,117
76,2022,Sudamerica,100
77,2022,Sudamerica,103
78,2022,Sudamerica,96
79,2022,Sudamerica,88
80,2022,Sudamerica,86
81,2022,Sudamerica,102
82,2022,Sudamerica,98
83,2022,Sudamerica,100
84,2022,Sudamerica,98
85,2022,Sudamerica,91
86,2022,Sudamerica,81
87,2022,Sudamerica,92
88,2022,Sudamerica,77
89,2022,Sudamerica,85
90,2022,Sudamerica,577
0,2016,Centroamerica,4
1,2016,Centroamerica,2
2,2016,Centroamerica,2
3,2016,Centroamerica,2
4,2016,Centroamerica,2
5,2016,Centroamerica,2
6,2016,Centroamerica,2
7,2016,Centroamerica,2
8,2016,Centroamerica,2
9,2016,Centroamerica,2
10,2016,Centroamerica,2
11,2016,Centroamerica,2
12,2016,Centroamerica,3
13,2016,Centroamerica,2
14,2016,Centroamerica,2
15,2016,Centroamerica,2
16,2016,Centroamerica,2
17,2016,Centroamerica,2
18,2016,Centroamerica,2
19,2016,Centroamerica,2
20,2016,Centroamerica,2
21,2016,Centroamerica,2
22,2016,Centroamerica,2
23,2016,Centroamerica,2
24,2016,Centroamerica,2
25,2016,Centroamerica,3
26,2016,Centroamerica,4
27,2016,Centroamerica,3
28,2016,Centroamerica,3
29,2016,Centroamerica,3
30,2016,Centroamerica,3
31,2016,Centroamerica,3
32,2016,Centroamerica,4
33,2016,Centroamerica,3
34,2016,Centroamerica,4
35,2016,Centroamerica,7
36,2016,Centroamerica,5
37,2016,Centroamerica,3
38,2016,Centroamerica,4
39,2016,Centroamerica,4
40,2016,Centroamerica,7
41,2016,Centroamerica,7
42,2016,Centroamerica,6
43,2016,Centroamerica,7
44,2016,Centroamerica,4
45,2016,Centroamerica,7
46,2016,Centroamerica,5
47,2016,Centroamerica,3
48,2016,Centroamerica,6
49,2016,Centroamerica,5
50,2016,Centroamerica,5
51,2016,Centroamerica,6
52,2016,Centroamerica,12
53,2016,Centroamerica,8
54,2016,Centroamerica,6
55,2016,Centroamerica,5
56,2016,Centroamerica,3
57,2016,Centroamerica,6
58,2016,Centroamerica,4
59,2016,Centroamerica,8
60,2016,Centroamerica,5
61,2016,Centroamerica,13
62,2016,Centroamerica,7
63,2016,Centroamerica,8
64,2016,Centroamerica,7
65,2016,Centroamerica,10
66,2016,Centroamerica,14
67,2016,Centroamerica,11
68,2016,Centroamerica,15
69,2016,Centroamerica,10
70,2016,Centroamerica,11
71,2016,Centroamerica,14
72,2016,Centroamerica,11
73,2016,Centroamerica,6
74,2016,Centroamerica,14
75,2016,Centroamerica,6
76,2016,Centroamerica,15
77,2016,Centroamerica,15
78,2016,Centroamerica,15
79,2016,Centroamerica,7
80,2016,Centroamerica,11
81,2016,Centroamerica,13
82,2016,Centroamerica,7
83,2016,Centroamerica,12
84,2016,Centroamerica,23
85,2016,Centroamerica,31
86,2016,Centroamerica,41
87,2016,Centroamerica,45
88,2016,Centroamerica,60
89,2016,Centroamerica,47
90,2016,Centroamerica,263
0,2017,Centroamerica,4
1,2017,Centroamerica,2
2,2017,Centroamerica,2
3,2017,Centroamerica,2
4,2017,Centroamerica,1
5,2017,Centroamerica,1
6,2017,Centroamerica,1
7,2017,Centroamerica,1
8,2017,Centroamerica,1
9,2017,Centroamerica,1
10,2017,Centroamerica,1
11,2017,Centroamerica,1
12,2017,Centroamerica,1
13,2017,Centroamerica,2
14,2017,Centroamerica,2
15,2017,Centroamerica,2
16,2017,Centroamerica,2
17,2017,Centroamerica,2
18,2017,Centroamerica,2
19,2017,Centroamerica,2
20,2017,Centroamerica,4
21,2017,Centroamerica,2
22,2017,Centroamerica,2
23,2017,Centroamerica,3
24,2017,Centroamerica,2
25,2017,Centroamerica,4
26,2017,Centroamerica,3
27,2017,Centroamerica,3
28,2017,Centroamerica,3
29,2017,Centroamerica,4
30,2017,Centroamerica,4
31,2017,Centroamerica,3
32,2017,Centroamerica,3
33,2017,Centroamerica,3
34,2017,Centroamerica,3
35,2017,Centroamerica,3
36,2017,Centroamerica,4
37,2017,Centroamerica,5
38,2017,Centroamerica,3
39,2017,Centroamerica,4
40,2017,Centroamerica,5
41,2017,Centroamerica,2
42,2017,Centroamerica,3
43,2017,Centroamerica,3
44,2017,Centroamerica,9
45,2017,Centroamerica,4
46,2017,Centroamerica,6
47,2017,Centroamerica,4
48,2017,Centroamerica,7
49,2017,Centroamerica,5
50,2017,Centroamerica,8
51,2017,Centroamerica,10
52,2017,Centroamerica,13
53,2017,Centroamerica,6
54,2017,Centroamerica,7
55,2017,Centroamerica,13
56,2017,Centroamerica,11
57,2017,Centroamerica,8
58,2017,Centroamerica,8
59,2017,Centroamerica,7
60,2017,Centroamerica,9
61,2017,Centroamerica,7
62,2017,Centroamerica,11
63,2017,Centroamerica,8
64,2017,Centroamerica,12
65,2017,Centroamerica,12
66,2017,Centroamerica,5
67,2017,Centroamerica,14
68,2017,Centroamerica,10
69,2017,Centroamerica,10
70,2017,Centroamerica,17
71,2017,Centroamerica,13
72,2017,Centroamerica,9
73,2017,Centroamerica,25
74,2017,Centroamerica,13
75,2017,Centroamerica,11
76,2017,Centroamerica,7
77,2017,Centroamerica,18
78,2017,Centroamerica,11
79,2017,Centroamerica,16
80,2017,Centroamerica,12
81,2017,Centroamerica,11
82,2017,Centroamerica,13
83,2017,Centroamerica,17
84,2017,Centroamerica,17
85,2017,Centroamerica,21
86,2017,Centroamerica,42
87,2017,Centroamerica,47
88,2017,Centroamerica,56
89,2017,Centroamerica,47
90,2017,Centroamerica,287
0,2018,Centroamerica,4
1,2018,Centroamerica,3
2,2018,Centroamerica,3
3,2018,Centroamerica,2
4,2018,Centroamerica,1
5,2018,Centroamerica,1
6,2018,Centroamerica,1
7,2018,Centroamerica,1
8,2018,Centroamerica,1
9,2018,Centroamerica,1
10,2018,Centroamerica,1
11,2018,Centroamerica,2
12,2018,Centroamerica,2
13,2018,Centroamerica,2
14,2018,Centroamerica,3
15,2018,Centroamerica,4
16,2018,Centroamerica,4
17,2018,Centroamerica,4
18,2018,Centroamerica,3
19,2018,Centroamerica,3
20,2018,Centroamerica,2
21,2018,Centroamerica,2
22,2018,Centroamerica,4
23,2018,Centroamerica,4
24,2018,Centroamerica,5
25,2018,Centroamerica,5
26,2018,Centroamerica,5
27,2018,Centroamerica,3
28,2018,Centroamerica,4
29,2018,Centroamerica,3
30,2018,Centroamerica,3
31,2018,Centroamerica,2
32,2018,Centroamerica,5
33,2018,Centroamerica,3
34,2018,Centroamerica,2
35,2018,Centroamerica,3
36,2018,Centroamerica,3
37,2018,Centroamerica,3
38,2018,Centroamerica,3
39,2018,Centroamerica,3
40,2018,Centroamerica,6
41,2018,Centroamerica,7
42,2018,Centroamerica,4
43,2018,Centroamerica,6
44,2018,Centroamerica,3
45,2018,Centroamerica,9
46,2018,Centroamerica,7
47,2018,Centroamerica,8
48,2018,Centroamerica,7
49,2018,Centroamerica,5
50,2018,Centroamerica,9
51,2018,Centroamerica,5
52,2018,Centroamerica,9
53,2018,Centroamerica,14
54,2018,Centroamerica,17
55,2018,Centroamerica,8
56,2018,Centroamerica,10
57,2018,Centroamerica,9
58,2018,Centroamerica,10
59,2018,Centroamerica,9
60,2018,Centroamerica,9
61,2018,Centroamerica,12
62,2018,Centroamerica,5
63,2018,Centroamerica,7
64,2018,Centroamerica,10
65,2018,Centroamerica,10
66,2018,Centroamerica,13
67,2018,Centroamerica,11
68,2018,Centroamerica,12
69,2018,Centroamerica,8
70,2018,Centroamerica,12
71,2018,Centroamerica,11
72,2018,Centroamerica,13
73,2018,Centroamerica,11
74,2018,Centroamerica,11
75,2018,Centroamerica,16
76,2018,Centroamerica,16
77,2018,Centroamerica,18
78,2018,Centroamerica,9
79,2018,Centroamerica,25
80,2018,Centroamerica,17
81,2018,Centroamerica,13
82,2018,Centroamerica,21
83,2018,Centroamerica,16
84,2018,Centroamerica,16
85,2018,Centroamerica,23
86,2018,Centroamerica,26
87,2018,Centroamerica,35
88,2018,Centroamerica,40
89,2018,Centroamerica,53
90,2018,Centroamerica,323
0,2019,Centroamerica,9
1,2019,Centroamerica,2
2,2019,Centroamerica,2
3,2019,Centroamerica,2
4,2019,Centroamerica,2
5,2019,Centroamerica,2
6,2019,Centroamerica,2
7,2019,Centroamerica,2
8,2019,Centroamerica,2
9,2019,Centroamerica,2
10,2019,Centroamerica,1
11,2019,Centroamerica,1
12,2019,Centroamerica,2
13,2019,Centroamerica,2
14,2019,Centroamerica,2
15,2019,Centroamerica,2
16,2019,Centroamerica,3
17,2019,Centroamerica,2
18,2019,Centroamerica,4
19,2019,Centroamerica,2
20,2019,Centroamerica,3
21,2019,Centroamerica,4
22,2019,Centroamerica,3
23,2019,Centroamerica,3
24,2019,Centroamerica,2
25,2019,Centroamerica,3
26,2019,Centroamerica,5
27,2019,Centroamerica,3
28,2019,Centroamerica,4
29,2019,Centroamerica,4
30,2019,Centroamerica,4
31,2019,Centroamerica,3
32,2019,Centroamerica,5
33,2019,Centroamerica,4
34,2019,Centroamerica,3
35,2019,Centroamerica,5
36,2019,Centroamerica,2
37,2019,Centroamerica,3
38,2019,Centroamerica,4
39,2019,Centroamerica,5
40,2019,Centroamerica,3
41,2019,Centroamerica,5
42,2019,Centroamerica,6
43,2019,Centroamerica,6
44,2019,Centroamerica,6
45,2019,Centroamerica,6
46,2019,Centroamerica,11
47,2019,Centroamerica,8
48,2019,Centroamerica,9
49,2019,Centroamerica,4
50,2019,Centroamerica,12
51,2019,Centroamerica,13
52,2019,Centroamerica,12
53,2019,Centroamerica,10
54,2019,Centroamerica,9
55,2019,Centroamerica,7
56,2019,Centroamerica,17
57,2019,Centroamerica,6
58,2019,Centroamerica,11
59,2019,Centroamerica,12
60,2019,Centroamerica,8
61,2019,Centroamerica,8
62,2019,Centroamerica,7
63,2019,Centroamerica,9
64,2019,Centroamerica,18
65,2019,Centroamerica,14
66,2019,Centroamerica,13
67,2019,Centroamerica,14
68,2019,Centroamerica,11
69,2019,Centroamerica,12
70,2019,Centroamerica,12
71,2019,Centroamerica,11
72,2019,Centroamerica,7
73,2019,Centroamerica,11
74,2019,Centroamerica,13
75,2019,Centroamerica,12
76,2019,Centroamerica,18
77,2019,Centroamerica,11
78,2019,Centroamerica,19
79,2019,Centroamerica,20
80,2019,Centroamerica,22
81,2019,Centroamerica,18
82,2019,Centroamerica,15
83,2019,Centroamerica,17
84,2019,Centroamerica,22
85,2019,Centroamerica,16
86,2019,Centroamerica,20
87,2019,Centroamerica,29
88,2019,Centroamerica,37
89,2019,Centroamerica,36
90,2019,Centroamerica,314
0,2020,Centroamerica,4
1,2020,Centroamerica,2
2,2020,Centroamerica,2
3,2020,Centroamerica,2
4,2020,Centroamerica,2
5,2020,Centroamerica,2
6,2020,Centroamerica,2
7,2020,Centroamerica,2
8,2020,Centroamerica,2
9,2020,Centroamerica,2
10,2020,Centroamerica,2
11,2020,Centroamerica,2
12,2020,Centroamerica,2
13,2020,Centroamerica,2
14,2020,Centroamerica,2
15,2020,Centroamerica,2
16,2020,Centroamerica,3
17,2020,Centroamerica,3
18,2020,Centroamerica,2
19,2020,Centroamerica,3
20,2020,Centroamerica,3
21,2020,Centroamerica,3
22,2020,Centroamerica,4
23,2020,Centroamerica,4
24,2020,Centroamerica,5
25,2020,Centroamerica,6
26,2020,Centroamerica,6
27,2020,Centroamerica,4
28,2020,Centroamerica,3
29,2020,Centroamerica,4
30,2020,Centroamerica,4
31,2020,Centroamerica,4
32,2020,Centroamerica,6
33,2020,Centroamerica,5
34,2020,Centroamerica,8
35,2020,Centroamerica,5
36,2020,Centroamerica,2
37,2020,Centroamerica,5
38,2020,Centroamerica,13
39,2020,Centroamerica,8
40,2020,Centroamerica,6
41,2020,Centroamerica,3
42,2020,Centroamerica,8
43,2020,Centroamerica,7
44,2020,Centroamerica,6
45,2020,Centroamerica,9
46,2020,Centroamerica,8
47,2020,Centroamerica,9
48,2020,Centroamerica,17
49,2020,Centroamerica,11
50,2020,Centroamerica,8
51,2020,Centroamerica,12
52,2020,Centroamerica,7
53,2020,Centroamerica,15
54,2020,Centroamerica,12
55,2020,Centroamerica,16
56,2020,Centroamerica,18
57,2020,Centroamerica,20
58,2020,Centroamerica,18
59,2020,Centroamerica,12
60,2020,Centroamerica,10
61,2020,Centroamerica,24
62,2020,Centroamerica,15
63,2020,Centroamerica,14
64,2020,Centroamerica,13
65,2020,Centroamerica,15
66,2020,Centroamerica,16
67,2020,Centroamerica,17
68,2020,Centroamerica,13
69,2020,Centroamerica,23
70,2020,Centroamerica,14
71,2020,Centroamerica,21
72,2020,Centroamerica,22
73,2020,Centroamerica,16
74,2020,Centroamerica,24
75,2020,Centroamerica,21
76,2020,Centroamerica,18
77,2020,Centroamerica,24
78,2020,Centroamerica,20
79,2020,Centroamerica,28
80,2020,Centroamerica,19
81,2020,Centroamerica,27
82,2020,Centroamerica,19
83,2020,Centroamerica,18
84,2020,Centroamerica,20
85,2020,Centroamerica,23
86,2020,Centroamerica,22
87,2020,Centroamerica,17
88,2020,Centroamerica,36
89,2020,Centroamerica,37
90,2020,Centroamerica,365
0,2021,Centroamerica,5
1,2021,Centroamerica,2
2,2021,Centroamerica,3
3,2021,Centroamerica,3
4,2021,Centroamerica,2
5,2021,Centroamerica,2
6,2021,Centroamerica,2
7,2021,Centroamerica,2
8,2021,Centroamerica,2
9,2021,Centroamerica,2
10,2021,Centroamerica,2
11,2021,Centroamerica,2
12,2021,Centroamerica,2
13,2021,Centroamerica,2
14,2021,Centroamerica,2
15,2021,Centroamerica,3
16,2021,Centroamerica,4
17,2021,Centroamerica,3
18,2021,Centroamerica,3
19,2021,Centroamerica,3
20,2021,Centroamerica,2
21,2021,Centroamerica,4
22,2021,Centroamerica,4
23,2021,Centroamerica,5
24,2021,Centroamerica,5
25,2021,Centroamerica,5
26,2021,Centroamerica,5
27,2021,Centroamerica,4
28,2021,Centroamerica,4
29,2021,Centroamerica,6
30,2021,Centroamerica,8
31,2021,Centroamerica,6
32,2021,Centroamerica,3
33,2021,Centroamerica,2
34,2021,Centroamerica,5
35,2021,Centroamerica,4
36,2021,Centroamerica,7
37,2021,Centroamerica,3
38,2021,Centroamerica,6
39,2021,Centroamerica,5
40,2021,Centroamerica,4
41,2021,Centroamerica,8
42,2021,Centroamerica,10
43,2021,Centroamerica,8
44,2021,Centroamerica,4
45,2021,Centroamerica,8
46,2021,Centroamerica,3
47,2021,Centroamerica,7
48,2021,Centroamerica,9
49,2021,Centroamerica,9
50,2021,Centroamerica,10
51,2021,Centroamerica,11
52,2021,Centroamerica,14
53,2021,Centroamerica,13
54,2021,Centroamerica,15
55,2021,Centroamerica,13
56,2021,Centroamerica,14
57,2021,Centroamerica,17
58,2021,Centroamerica,15
59,2021,Centroamerica,16
60,2021,Centroamerica,14
61,2021,Centroamerica,18
62,2021,Centroamerica,18
63,2021,Centroamerica,16
64,2021,Centroamerica,11
65,2021,Centroamerica,16
66,2021,Centroamerica,18
67,2021,Centroamerica,16
68,2021,Centroamerica,19
69,2021,Centroamerica,24
70,2021,Centroamerica,24
71,2021,Centroamerica,18
72,2021,Centroamerica,20
73,2021,Centroamerica,8
74,2021,Centroamerica,27
75,2021,Centroamerica,25
76,2021,Centroamerica,21
77,2021,Centroamerica,28
78,2021,Centroamerica,33
79,2021,Centroamerica,30
80,2021,Centroamerica,20
81,2021,Centroamerica,28
82,2021,Centroamerica,21
83,2021,Centroamerica,16
84,2021,Centroamerica,22
85,2021,Centroamerica,27
86,2021,Centroamerica,20
87,2021,Centroamerica,22
88,2021,Centroamerica,19
89,2021,Centroamerica,34
90,2021,Centroamerica,338
0,2022,Centroamerica,9
1,2022,Centroamerica,2
2,2022,Centroamerica,2
3,2022,Centroamerica,3
4,2022,Centroamerica,2
5,2022,Centroamerica,2
6,2022,Centroamerica,2
7,2022,Centroamerica,2
8,2022,Centroamerica,2
9,2022,Centroamerica,2
10,2022,Centroamerica,2
11,2022,Centroamerica,2
12,2022,Centroamerica,2
13,2022,Centroamerica,2
14,2022,Centroamerica,2
15,2022,Centroamerica,3
16,2022,Centroamerica,2
17,2022,Centroamerica,2
18,2022,Centroamerica,3
19,2022,Centroamerica,3
20,2022,Centroamerica,5
21,2022,Centroamerica,6
22,2022,Centroamerica,7
23,2022,Centroamerica,8
24,2022,Centroamerica,2
25,2022,Centroamerica,3
26,2022,Centroamerica,4
27,2022,Centroamerica,5
28,2022,Centroamerica,5
29,2022,Centroamerica,5
30,2022,Centroamerica,3
31,2022,Centroamerica,5
32,2022,Centroamerica,8
33,2022,Centroamerica,10
34,2022,Centroamerica,5
35,2022,Centroamerica,5
36,2022,Centroamerica,5
37,2022,Centroamerica,4
38,2022,Centroamerica,4
39,2022,Centroamerica,10
40,2022,Centroamerica,7
41,2022,Centroamerica,5
42,2022,Centroamerica,4
43,2022,Centroamerica,13
44,2022,Centroamerica,8
45,2022,Centroamerica,8
46,2022,Centroamerica,14
47,2022,Centroamerica,8
48,2022,Centroamerica,9
49,2022,Centroamerica,9
50,2022,Centroamerica,16
51,2022,Centroamerica,13
52,2022,Centroamerica,14
53,2022,Centroamerica,11
54,2022,Centroamerica,11
55,2022,Centroamerica,8
56,2022,Centroamerica,20
57,2022,Centroamerica,19
58,2022,Centroamerica,26
59,2022,Centroamerica,20
60,2022,Centroamerica,14
61,2022,Centroamerica,19
62,2022,Centroamerica,18
63,2022,Centroamerica,16
64,2022,Centroamerica,14
65,2022,Centroamerica,18
66,2022,Centroamerica,23
67,2022,Centroamerica,18
68,2022,Centroamerica,20
69,2022,Centroamerica,18
70,2022,Centroamerica,20
71,2022,Centroamerica,20
72,2022,Centroamerica,26
73,2022,Centroamerica,20
74,2022,Centroamerica,15
75,2022,Centroamerica,21
76,2022,Centroamerica,21
77,2022,Centroamerica,17
78,2022,Centroamerica,18
79,2022,Centroamerica,25
80,2022,Centroamerica,32
81,2022,Centroamerica,21
82,2022,Centroamerica,16
83,2022,Centroamerica,21
84,2022,Centroamerica,25
85,2022,Centroamerica,34
86,2022,Centroamerica,28
87,2022,Centroamerica,17
88,2022,Centroamerica,17
89,2022,Centroamerica,31
90,2022,Centroamerica,388
0,2016,Norteamerica,6
1,2016,Norteamerica,2
2,2016,Norteamerica,2
3,2016,Norteamerica,3
4,2016,Norteamerica,3
5,2016,Norteamerica,2
6,2016,Norteamerica,2
7,2016,Norteamerica,2
8,2016,Norteamerica,2
9,2016,Norteamerica,2
10,2016,Norteamerica,2
11,2016,Norteamerica,2
12,2016,Norteamerica,2
13,2016,Norteamerica,3
14,2016,Norteamerica,2
15,2016,Norteamerica,3
16,2016,Norteamerica,2
17,2016,Norteamerica,2
18,2016,Norteamerica,2
19,2016,Norteamerica,2
20,2016,Norteamerica,2
21,2016,Norteamerica,3
22,2016,Norteamerica,2
23,2016,Norteamerica,2
24,2016,Norteamerica,2
25,2016,Norteamerica,2
26,2016,Norteamerica,2
27,2016,Norteamerica,3
28,2016,Norteamerica,2
29,2016,Norteamerica,3
30,2016,Norteamerica,4
31,2016,Norteamerica,4
32,2016,Norteamerica,4
33,2016,Norteamerica,3
34,2016,Norteamerica,3
35,2016,Norteamerica,3
36,2016,Norteamerica,2
37,2016,Norteamerica,2
38,2016,Norteamerica,2
39,2016,Norteamerica,2
40,2016,Norteamerica,2
41,2016,Norteamerica,2
42,2016,Norteamerica,4
43,2016,Norteamerica,3
44,2016,Norteamerica,4
45,2016,Norteamerica,6
46,2016,Norteamerica,4
47,2016,Norteamerica,3
48,2016,Norteamerica,2
49,2016,Norteamerica,3
50,2016,Norteamerica,3
51,2016,Norteamerica,2
52,2016,Norteamerica,4
53,2016,Norteamerica,5
54,2016,Norteamerica,4
55,2016,Norteamerica,7
56,2016,Norteamerica,3
57,2016,Norteamerica,3
58,2016,Norteamerica,5
59,2016,Norteamerica,10
60,2016,Norteamerica,7
61,2016,Norteamerica,7
62,2016,Norteamerica,7
63,2016,Norteamerica,8
64,2016,Norteamerica,6
65,2016,Norteamerica,4
66,2016,Norteamerica,8
67,2016,Norteamerica,6
68,2016,Norteamerica,8
69,2016,Norteamerica,9
70,2016,Norteamerica,9
71,2016,Norteamerica,5
72,2016,Norteamerica,7
73,2016,Norteamerica,7
74,2016,Norteamerica,10
75,2016,Norteamerica,3
76,2016,Norteamerica,5
77,2016,Norteamerica,5
78,2016,Norteamerica,13
79,2016,Norteamerica,4
80,2016,Norteamerica,5
81,2016,Norteamerica,8
82,2016,Norteamerica,11
83,2016,Norteamerica,5
84,2016,Norteamerica,10
85,2016,Norteamerica,4
86,2016,Norteamerica,5
87,2016,Norteamerica,17
88,2016,Norteamerica,8
89,2016,Norteamerica,14
90,2016,Norteamerica,83
0,2017,Norteamerica,5
1,2017,Norteamerica,2
2,2017,Norteamerica,2
3,2017,Norteamerica,3
4,2017,Norteamerica,3
5,2017,Norteamerica,2
6,2017,Norteamerica,2
7,2017,Norteamerica,2
8,2017,Norteamerica,2
9,2017,Norteamerica,2
10,2017,Norteamerica,2
11,2017,Norteamerica,2
12,2017,Norteamerica,2
13,2017,Norteamerica,3
14,2017,Norteamerica,2
15,2017,Norteamerica,3
16,2017,Norteamerica,2
17,2017,Norteamerica,2
18,2017,Norteamerica,2
19,2017,Norteamerica,2
20,2017,Norteamerica,2
21,2017,Norteamerica,2
22,2017,Norteamerica,2
23,2017,Norteamerica,2
24,2017,Norteamerica,2
25,2017,Norteamerica,2
26,2017,Norteamerica,2
27,2017,Norteamerica,2
28,2017,Norteamerica,2
29,2017,Norteamerica,2
30,2017,Norteamerica,2
31,2017,Norteamerica,2
32,2017,Norteamerica,2
33,2017,Norteamerica,3
34,2017,Norteamerica,3
35,2017,Norteamerica,3
36,2017,Norteamerica,3
37,2017,Norteamerica,3
38,2017,Norteamerica,3
39,2017,Norteamerica,3
40,2017,Norteamerica,3
41,2017,Norteamerica,3
42,2017,Norteamerica,3
43,2017,Norteamerica,2
44,2017,Norteamerica,2
45,2017,Norteamerica,3
46,2017,Norteamerica,2
47,2017,Norteamerica,2
48,2017,Norteamerica,3
49,2017,Norteamerica,3
