Edad,Ano ,Origen,dx
88,2021,UE 28,273
89,2021,UE 28,270
90,2021,UE 28,1400
0,2022,UE 28,37
1,2022,UE 28,7
2,2022,UE 28,4
3,2022,UE 28,2
4,2022,UE 28,5
5,2022,UE 28,5
6,2022,UE 28,4
7,2022,UE 28,3
8,2022,UE 28,2
9,2022,UE 28,3
10,2022,UE 28,3
11,2022,UE 28,4
12,2022,UE 28,2
13,2022,UE 28,3
14,2022,UE 28,4
15,2022,UE 28,4
16,2022,UE 28,7
17,2022,UE 28,4
18,2022,UE 28,8
19,2022,UE 28,5
20,2022,UE 28,6
21,2022,UE 28,9
22,2022,UE 28,6
23,2022,UE 28,13
24,2022,UE 28,17
25,2022,UE 28,15
26,2022,UE 28,5
27,2022,UE 28,11
28,2022,UE 28,15
29,2022,UE 28,16
30,2022,UE 28,11
31,2022,UE 28,12
32,2022,UE 28,15
33,2022,UE 28,29
34,2022,UE 28,24
35,2022,UE 28,19
36,2022,UE 28,20
37,2022,UE 28,29
38,2022,UE 28,26
39,2022,UE 28,19
40,2022,UE 28,39
41,2022,UE 28,48
42,2022,UE 28,41
43,2022,UE 28,62
44,2022,UE 28,52
45,2022,UE 28,70
46,2022,UE 28,62
47,2022,UE 28,51
48,2022,UE 28,78
49,2022,UE 28,94
50,2022,UE 28,121
51,2022,UE 28,116
52,2022,UE 28,118
53,2022,UE 28,139
54,2022,UE 28,165
55,2022,UE 28,147
56,2022,UE 28,170
57,2022,UE 28,163
58,2022,UE 28,154
59,2022,UE 28,180
60,2022,UE 28,179
61,2022,UE 28,198
62,2022,UE 28,192
63,2022,UE 28,224
64,2022,UE 28,212
65,2022,UE 28,233
66,2022,UE 28,229
67,2022,UE 28,250
68,2022,UE 28,237
69,2022,UE 28,289
70,2022,UE 28,266
71,2022,UE 28,294
72,2022,UE 28,335
73,2022,UE 28,357
74,2022,UE 28,372
75,2022,UE 28,389
76,2022,UE 28,341
77,2022,UE 28,404
78,2022,UE 28,389
79,2022,UE 28,422
80,2022,UE 28,399
81,2022,UE 28,371
82,2022,UE 28,387
83,2022,UE 28,340
84,2022,UE 28,303
85,2022,UE 28,307
86,2022,UE 28,273
87,2022,UE 28,255
88,2022,UE 28,245
89,2022,UE 28,248
90,2022,UE 28,1354
0,2016,Africa,125
1,2016,Africa,14
2,2016,Africa,3
3,2016,Africa,3
4,2016,Africa,4
5,2016,Africa,2
6,2016,Africa,3
7,2016,Africa,2
8,2016,Africa,3
9,2016,Africa,4
10,2016,Africa,2
11,2016,Africa,3
12,2016,Africa,3
13,2016,Africa,3
14,2016,Africa,3
15,2016,Africa,4
16,2016,Africa,4
17,2016,Africa,2
18,2016,Africa,11
19,2016,Africa,4
20,2016,Africa,5
21,2016,Africa,3
22,2016,Africa,6
23,2016,Africa,5
24,2016,Africa,4
25,2016,Africa,2
26,2016,Africa,4
27,2016,Africa,6
28,2016,Africa,6
29,2016,Africa,4
30,2016,Africa,14
31,2016,Africa,15
32,2016,Africa,11
33,2016,Africa,16
34,2016,Africa,6
35,2016,Africa,8
36,2016,Africa,17
37,2016,Africa,7
38,2016,Africa,16
39,2016,Africa,15
40,2016,Africa,20
41,2016,Africa,18
42,2016,Africa,18
43,2016,Africa,12
44,2016,Africa,16
45,2016,Africa,19
46,2016,Africa,24
47,2016,Africa,28
48,2016,Africa,25
49,2016,Africa,15
50,2016,Africa,29
51,2016,Africa,22
52,2016,Africa,25
53,2016,Africa,26
54,2016,Africa,25
55,2016,Africa,30
56,2016,Africa,32
57,2016,Africa,32
58,2016,Africa,41
59,2016,Africa,26
60,2016,Africa,37
61,2016,Africa,35
62,2016,Africa,42
63,2016,Africa,38
64,2016,Africa,39
65,2016,Africa,39
66,2016,Africa,43
67,2016,Africa,47
68,2016,Africa,32
69,2016,Africa,41
70,2016,Africa,42
71,2016,Africa,38
72,2016,Africa,41
73,2016,Africa,37
74,2016,Africa,49
75,2016,Africa,38
76,2016,Africa,39
77,2016,Africa,52
78,2016,Africa,42
79,2016,Africa,76
80,2016,Africa,53
81,2016,Africa,49
82,2016,Africa,60
83,2016,Africa,57
84,2016,Africa,65
85,2016,Africa,56
86,2016,Africa,56
87,2016,Africa,58
88,2016,Africa,43
89,2016,Africa,35
90,2016,Africa,186
0,2017,Africa,111
1,2017,Africa,13
2,2017,Africa,10
3,2017,Africa,4
4,2017,Africa,2
5,2017,Africa,3
6,2017,Africa,3
7,2017,Africa,3
8,2017,Africa,2
9,2017,Africa,3
10,2017,Africa,5
11,2017,Africa,5
12,2017,Africa,2
13,2017,Africa,2
14,2017,Africa,2
15,2017,Africa,3
16,2017,Africa,3
17,2017,Africa,7
18,2017,Africa,10
19,2017,Africa,6
20,2017,Africa,7
21,2017,Africa,8
22,2017,Africa,11
23,2017,Africa,5
24,2017,Africa,6
25,2017,Africa,9
26,2017,Africa,9
27,2017,Africa,8
28,2017,Africa,12
29,2017,Africa,7
30,2017,Africa,12
31,2017,Africa,10
32,2017,Africa,16
33,2017,Africa,11
34,2017,Africa,12
35,2017,Africa,5
36,2017,Africa,19
37,2017,Africa,12
38,2017,Africa,20
39,2017,Africa,18
40,2017,Africa,22
41,2017,Africa,26
42,2017,Africa,24
43,2017,Africa,16
44,2017,Africa,25
45,2017,Africa,20
46,2017,Africa,17
47,2017,Africa,24
48,2017,Africa,23
49,2017,Africa,26
50,2017,Africa,29
51,2017,Africa,27
52,2017,Africa,39
53,2017,Africa,30
54,2017,Africa,33
55,2017,Africa,35
56,2017,Africa,32
57,2017,Africa,37
58,2017,Africa,35
59,2017,Africa,50
60,2017,Africa,42
61,2017,Africa,44
62,2017,Africa,54
63,2017,Africa,41
64,2017,Africa,48
65,2017,Africa,42
66,2017,Africa,50
67,2017,Africa,47
68,2017,Africa,56
69,2017,Africa,41
70,2017,Africa,48
71,2017,Africa,45
72,2017,Africa,41
73,2017,Africa,44
74,2017,Africa,64
75,2017,Africa,50
76,2017,Africa,47
77,2017,Africa,46
78,2017,Africa,38
79,2017,Africa,48
80,2017,Africa,54
81,2017,Africa,80
82,2017,Africa,72
83,2017,Africa,74
84,2017,Africa,75
85,2017,Africa,90
86,2017,Africa,58
87,2017,Africa,75
88,2017,Africa,47
89,2017,Africa,45
90,2017,Africa,193
0,2018,Africa,103
1,2018,Africa,9
2,2018,Africa,7
3,2018,Africa,5
4,2018,Africa,4
5,2018,Africa,6
6,2018,Africa,4
7,2018,Africa,2
8,2018,Africa,2
9,2018,Africa,2
10,2018,Africa,4
11,2018,Africa,3
12,2018,Africa,4
13,2018,Africa,4
14,2018,Africa,3
15,2018,Africa,3
16,2018,Africa,4
17,2018,Africa,4
18,2018,Africa,8
19,2018,Africa,8
20,2018,Africa,10
21,2018,Africa,12
22,2018,Africa,13
23,2018,Africa,9
24,2018,Africa,12
25,2018,Africa,14
26,2018,Africa,11
27,2018,Africa,7
28,2018,Africa,12
29,2018,Africa,15
30,2018,Africa,10
31,2018,Africa,8
32,2018,Africa,14
33,2018,Africa,15
34,2018,Africa,12
35,2018,Africa,21
36,2018,Africa,12
37,2018,Africa,19
38,2018,Africa,24
39,2018,Africa,25
40,2018,Africa,29
41,2018,Africa,19
42,2018,Africa,26
43,2018,Africa,28
44,2018,Africa,29
45,2018,Africa,30
46,2018,Africa,29
47,2018,Africa,21
48,2018,Africa,39
49,2018,Africa,34
50,2018,Africa,39
51,2018,Africa,35
52,2018,Africa,37
53,2018,Africa,38
54,2018,Africa,29
55,2018,Africa,36
56,2018,Africa,32
57,2018,Africa,40
58,2018,Africa,48
59,2018,Africa,38
60,2018,Africa,45
61,2018,Africa,53
62,2018,Africa,49
63,2018,Africa,47
64,2018,Africa,49
65,2018,Africa,50
66,2018,Africa,52
67,2018,Africa,54
68,2018,Africa,39
69,2018,Africa,40
70,2018,Africa,62
71,2018,Africa,44
72,2018,Africa,55
73,2018,Africa,42
74,2018,Africa,55
75,2018,Africa,60
76,2018,Africa,67
77,2018,Africa,66
78,2018,Africa,52
79,2018,Africa,54
80,2018,Africa,61
81,2018,Africa,61
82,2018,Africa,71
83,2018,Africa,77
84,2018,Africa,90
85,2018,Africa,68
86,2018,Africa,84
87,2018,Africa,84
88,2018,Africa,77
89,2018,Africa,61
90,2018,Africa,266
0,2019,Africa,149
1,2019,Africa,12
2,2019,Africa,13
3,2019,Africa,4
4,2019,Africa,9
5,2019,Africa,6
6,2019,Africa,4
7,2019,Africa,3
8,2019,Africa,3
9,2019,Africa,4
10,2019,Africa,4
11,2019,Africa,2
12,2019,Africa,2
13,2019,Africa,2
14,2019,Africa,6
15,2019,Africa,3
16,2019,Africa,8
17,2019,Africa,4
18,2019,Africa,9
19,2019,Africa,14
20,2019,Africa,9
21,2019,Africa,11
22,2019,Africa,9
23,2019,Africa,14
24,2019,Africa,12
25,2019,Africa,19
26,2019,Africa,11
27,2019,Africa,17
28,2019,Africa,11
29,2019,Africa,11
30,2019,Africa,15
31,2019,Africa,24
32,2019,Africa,24
33,2019,Africa,15
34,2019,Africa,17
35,2019,Africa,25
36,2019,Africa,23
37,2019,Africa,29
38,2019,Africa,22
39,2019,Africa,38
40,2019,Africa,27
41,2019,Africa,37
42,2019,Africa,25
43,2019,Africa,51
44,2019,Africa,32
45,2019,Africa,33
46,2019,Africa,37
47,2019,Africa,29
48,2019,Africa,29
49,2019,Africa,50
50,2019,Africa,35
51,2019,Africa,45
52,2019,Africa,47
53,2019,Africa,44
54,2019,Africa,43
55,2019,Africa,52
56,2019,Africa,46
57,2019,Africa,59
58,2019,Africa,58
59,2019,Africa,64
60,2019,Africa,56
61,2019,Africa,78
62,2019,Africa,63
63,2019,Africa,79
64,2019,Africa,77
65,2019,Africa,71
66,2019,Africa,95
67,2019,Africa,78
68,2019,Africa,70
69,2019,Africa,86
70,2019,Africa,76
71,2019,Africa,76
72,2019,Africa,65
73,2019,Africa,79
74,2019,Africa,78
75,2019,Africa,86
76,2019,Africa,91
77,2019,Africa,86
78,2019,Africa,68
79,2019,Africa,90
80,2019,Africa,99
81,2019,Africa,92
82,2019,Africa,84
83,2019,Africa,108
84,2019,Africa,120
85,2019,Africa,111
86,2019,Africa,124
87,2019,Africa,104
88,2019,Africa,115
89,2019,Africa,103
90,2019,Africa,502
0,2020,Africa,73
1,2020,Africa,15
2,2020,Africa,7
3,2020,Africa,8
4,2020,Africa,10
5,2020,Africa,10
6,2020,Africa,2
7,2020,Africa,9
8,2020,Africa,3
9,2020,Africa,3
10,2020,Africa,3
11,2020,Africa,2
12,2020,Africa,3
13,2020,Africa,4
14,2020,Africa,5
15,2020,Africa,7
16,2020,Africa,4
17,2020,Africa,8
18,2020,Africa,12
19,2020,Africa,19
20,2020,Africa,13
21,2020,Africa,16
22,2020,Africa,20
23,2020,Africa,16
24,2020,Africa,14
25,2020,Africa,19
26,2020,Africa,14
27,2020,Africa,20
28,2020,Africa,15
29,2020,Africa,16
30,2020,Africa,16
31,2020,Africa,18
32,2020,Africa,22
33,2020,Africa,17
34,2020,Africa,16
35,2020,Africa,22
36,2020,Africa,17
37,2020,Africa,25
38,2020,Africa,27
39,2020,Africa,29
40,2020,Africa,37
41,2020,Africa,38
42,2020,Africa,27
43,2020,Africa,37
44,2020,Africa,41
45,2020,Africa,26
46,2020,Africa,45
47,2020,Africa,28
48,2020,Africa,41
49,2020,Africa,47
50,2020,Africa,27
51,2020,Africa,39
52,2020,Africa,32
53,2020,Africa,40
54,2020,Africa,54
55,2020,Africa,54
56,2020,Africa,41
57,2020,Africa,46
58,2020,Africa,51
59,2020,Africa,62
60,2020,Africa,51
61,2020,Africa,84
62,2020,Africa,61
63,2020,Africa,72
64,2020,Africa,65
65,2020,Africa,77
66,2020,Africa,74
67,2020,Africa,62
68,2020,Africa,79
69,2020,Africa,82
70,2020,Africa,70
71,2020,Africa,90
72,2020,Africa,60
73,2020,Africa,70
74,2020,Africa,73
75,2020,Africa,65
76,2020,Africa,73
77,2020,Africa,72
78,2020,Africa,70
79,2020,Africa,77
80,2020,Africa,77
81,2020,Africa,66
82,2020,Africa,63
83,2020,Africa,89
84,2020,Africa,86
85,2020,Africa,73
86,2020,Africa,89
87,2020,Africa,75
88,2020,Africa,81
89,2020,Africa,63
90,2020,Africa,342
0,2021,Africa,73
1,2021,Africa,15
2,2021,Africa,7
3,2021,Africa,8
4,2021,Africa,10
5,2021,Africa,10
6,2021,Africa,2
7,2021,Africa,9
8,2021,Africa,3
9,2021,Africa,3
10,2021,Africa,3
11,2021,Africa,2
12,2021,Africa,3
13,2021,Africa,4
14,2021,Africa,5
15,2021,Africa,7
16,2021,Africa,4
17,2021,Africa,8
18,2021,Africa,12
19,2021,Africa,19
20,2021,Africa,13
21,2021,Africa,16
22,2021,Africa,20
23,2021,Africa,16
24,2021,Africa,14
25,2021,Africa,19
26,2021,Africa,14
27,2021,Africa,20
28,2021,Africa,15
29,2021,Africa,16
30,2021,Africa,16
31,2021,Africa,18
32,2021,Africa,22
33,2021,Africa,17
34,2021,Africa,16
35,2021,Africa,22
36,2021,Africa,17
37,2021,Africa,25
38,2021,Africa,27
39,2021,Africa,29
40,2021,Africa,37
41,2021,Africa,38
42,2021,Africa,27
43,2021,Africa,37
44,2021,Africa,41
45,2021,Africa,26
46,2021,Africa,45
47,2021,Africa,28
48,2021,Africa,41
49,2021,Africa,47
50,2021,Africa,27
51,2021,Africa,39
52,2021,Africa,32
53,2021,Africa,40
54,2021,Africa,54
55,2021,Africa,54
56,2021,Africa,41
57,2021,Africa,46
58,2021,Africa,51
59,2021,Africa,62
60,2021,Africa,51
61,2021,Africa,84
62,2021,Africa,61
63,2021,Africa,72
64,2021,Africa,65
65,2021,Africa,77
66,2021,Africa,74
67,2021,Africa,62
68,2021,Africa,79
69,2021,Africa,82
70,2021,Africa,70
71,2021,Africa,90
72,2021,Africa,60
73,2021,Africa,70
74,2021,Africa,73
75,2021,Africa,65
76,2021,Africa,73
77,2021,Africa,72
78,2021,Africa,70
79,2021,Africa,77
80,2021,Africa,77
81,2021,Africa,66
82,2021,Africa,63
83,2021,Africa,89
84,2021,Africa,86
85,2021,Africa,73
86,2021,Africa,89
87,2021,Africa,75
88,2021,Africa,81
89,2021,Africa,63
90,2021,Africa,342
0,2022,Africa,71
1,2022,Africa,15
2,2022,Africa,16
3,2022,Africa,5
4,2022,Africa,3
5,2022,Africa,4
6,2022,Africa,7
7,2022,Africa,5
8,2022,Africa,6
9,2022,Africa,2
10,2022,Africa,3
11,2022,Africa,4
12,2022,Africa,4
13,2022,Africa,3
14,2022,Africa,3
15,2022,Africa,5
16,2022,Africa,5
17,2022,Africa,6
18,2022,Africa,7
19,2022,Africa,9
20,2022,Africa,9
21,2022,Africa,9
22,2022,Africa,14
23,2022,Africa,11
24,2022,Africa,19
25,2022,Africa,15
26,2022,Africa,12
27,2022,Africa,14
28,2022,Africa,14
29,2022,Africa,23
30,2022,Africa,21
31,2022,Africa,9
32,2022,Africa,19
33,2022,Africa,14
34,2022,Africa,17
35,2022,Africa,24
36,2022,Africa,21
37,2022,Africa,22
38,2022,Africa,15
39,2022,Africa,25
40,2022,Africa,37
41,2022,Africa,29
42,2022,Africa,31
43,2022,Africa,38
44,2022,Africa,36
45,2022,Africa,35
46,2022,Africa,44
47,2022,Africa,35
48,2022,Africa,39
49,2022,Africa,43
50,2022,Africa,30
51,2022,Africa,40
52,2022,Africa,50
53,2022,Africa,59
54,2022,Africa,46
55,2022,Africa,50
56,2022,Africa,51
57,2022,Africa,61
58,2022,Africa,55
59,2022,Africa,45
60,2022,Africa,55
61,2022,Africa,44
62,2022,Africa,62
63,2022,Africa,53
64,2022,Africa,59
65,2022,Africa,74
66,2022,Africa,71
67,2022,Africa,94
68,2022,Africa,75
69,2022,Africa,59
70,2022,Africa,72
71,2022,Africa,61
72,2022,Africa,68
73,2022,Africa,60
74,2022,Africa,70
75,2022,Africa,71
76,2022,Africa,51
77,2022,Africa,68
78,2022,Africa,67
79,2022,Africa,85
80,2022,Africa,70
81,2022,Africa,75
82,2022,Africa,80
83,2022,Africa,76
84,2022,Africa,83
85,2022,Africa,85
86,2022,Africa,100
87,2022,Africa,81
88,2022,Africa,93
89,2022,Africa,85
90,2022,Africa,368
0,2016,Sudamerica,8
1,2016,Sudamerica,5
2,2016,Sudamerica,5
3,2016,Sudamerica,3
4,2016,Sudamerica,3
5,2016,Sudamerica,3
6,2016,Sudamerica,2
7,2016,Sudamerica,2
8,2016,Sudamerica,3
9,2016,Sudamerica,3
10,2016,Sudamerica,3
11,2016,Sudamerica,2
12,2016,Sudamerica,2
13,2016,Sudamerica,4
14,2016,Sudamerica,3
15,2016,Sudamerica,5
16,2016,Sudamerica,7
17,2016,Sudamerica,7
18,2016,Sudamerica,5
19,2016,Sudamerica,13
20,2016,Sudamerica,8
21,2016,Sudamerica,9
22,2016,Sudamerica,14
23,2016,Sudamerica,13
24,2016,Sudamerica,11
25,2016,Sudamerica,5
26,2016,Sudamerica,7
27,2016,Sudamerica,8
28,2016,Sudamerica,7
29,2016,Sudamerica,12
30,2016,Sudamerica,8
31,2016,Sudamerica,13
32,2016,Sudamerica,11
33,2016,Sudamerica,14
34,2016,Sudamerica,16
35,2016,Sudamerica,17
36,2016,Sudamerica,11
37,2016,Sudamerica,28
38,2016,Sudamerica,14
39,2016,Sudamerica,29
40,2016,Sudamerica,30
41,2016,Sudamerica,26
42,2016,Sudamerica,34
43,2016,Sudamerica,21
44,2016,Sudamerica,25
45,2016,Sudamerica,31
46,2016,Sudamerica,28
47,2016,Sudamerica,24
48,2016,Sudamerica,33
49,2016,Sudamerica,32
50,2016,Sudamerica,40
51,2016,Sudamerica,42
52,2016,Sudamerica,45
53,2016,Sudamerica,48
54,2016,Sudamerica,47
55,2016,Sudamerica,46
56,2016,Sudamerica,60
57,2016,Sudamerica,61
58,2016,Sudamerica,53
59,2016,Sudamerica,52
60,2016,Sudamerica,45
61,2016,Sudamerica,59
62,2016,Sudamerica,65
63,2016,Sudamerica,46
64,2016,Sudamerica,54
65,2016,Sudamerica,48
66,2016,Sudamerica,55
67,2016,Sudamerica,55
68,2016,Sudamerica,49
69,2016,Sudamerica,30
70,2016,Sudamerica,49
71,2016,Sudamerica,35
72,2016,Sudamerica,36
73,2016,Sudamerica,40
74,2016,Sudamerica,46
75,2016,Sudamerica,48
76,2016,Sudamerica,46
77,2016,Sudamerica,45
78,2016,Sudamerica,48
79,2016,Sudamerica,45
80,2016,Sudamerica,35
81,2016,Sudamerica,46
82,2016,Sudamerica,46
83,2016,Sudamerica,51
84,2016,Sudamerica,63
85,2016,Sudamerica,62
86,2016,Sudamerica,58
87,2016,Sudamerica,55
88,2016,Sudamerica,63
89,2016,Sudamerica,54
90,2016,Sudamerica,335
0,2017,Sudamerica,9
1,2017,Sudamerica,3
2,2017,Sudamerica,3
3,2017,Sudamerica,2
4,2017,Sudamerica,2
5,2017,Sudamerica,2
6,2017,Sudamerica,3
7,2017,Sudamerica,3
8,2017,Sudamerica,3
9,2017,Sudamerica,2
10,2017,Sudamerica,2
11,2017,Sudamerica,2
12,2017,Sudamerica,3
13,2017,Sudamerica,3
14,2017,Sudamerica,3
15,2017,Sudamerica,2
16,2017,Sudamerica,6
17,2017,Sudamerica,7
18,2017,Sudamerica,7
19,2017,Sudamerica,3
20,2017,Sudamerica,11
21,2017,Sudamerica,8
22,2017,Sudamerica,5
23,2017,Sudamerica,4
24,2017,Sudamerica,9
25,2017,Sudamerica,12
26,2017,Sudamerica,6
27,2017,Sudamerica,14
28,2017,Sudamerica,9
29,2017,Sudamerica,14
30,2017,Sudamerica,8
31,2017,Sudamerica,7
32,2017,Sudamerica,11
33,2017,Sudamerica,24
34,2017,Sudamerica,16
35,2017,Sudamerica,36
36,2017,Sudamerica,21
37,2017,Sudamerica,27
38,2017,Sudamerica,34
39,2017,Sudamerica,21
40,2017,Sudamerica,33
41,2017,Sudamerica,27
42,2017,Sudamerica,30
43,2017,Sudamerica,25
44,2017,Sudamerica,29
45,2017,Sudamerica,26
46,2017,Sudamerica,31
47,2017,Sudamerica,37
48,2017,Sudamerica,44
49,2017,Sudamerica,48
50,2017,Sudamerica,38
51,2017,Sudamerica,44
52,2017,Sudamerica,47
53,2017,Sudamerica,50
54,2017,Sudamerica,64
55,2017,Sudamerica,31
56,2017,Sudamerica,64
57,2017,Sudamerica,52
58,2017,Sudamerica,61
59,2017,Sudamerica,67
60,2017,Sudamerica,53
61,2017,Sudamerica,54
62,2017,Sudamerica,56
63,2017,Sudamerica,56
64,2017,Sudamerica,55
65,2017,Sudamerica,63
66,2017,Sudamerica,51
67,2017,Sudamerica,52
68,2017,Sudamerica,51
69,2017,Sudamerica,60
70,2017,Sudamerica,55
71,2017,Sudamerica,52
72,2017,Sudamerica,46
73,2017,Sudamerica,46
74,2017,Sudamerica,65
75,2017,Sudamerica,51
76,2017,Sudamerica,66
77,2017,Sudamerica,50
78,2017,Sudamerica,50
79,2017,Sudamerica,49
80,2017,Sudamerica,58
81,2017,Sudamerica,41
82,2017,Sudamerica,50
83,2017,Sudamerica,66
84,2017,Sudamerica,62
85,2017,Sudamerica,67
86,2017,Sudamerica,56
87,2017,Sudamerica,61
88,2017,Sudamerica,55
89,2017,Sudamerica,57
90,2017,Sudamerica,358
0,2018,Sudamerica,13
1,2018,Sudamerica,3
2,2018,Sudamerica,4
3,2018,Sudamerica,3
4,2018,Sudamerica,2
5,2018,Sudamerica,3
6,2018,Sudamerica,2
7,2018,Sudamerica,2
8,2018,Sudamerica,2
9,2018,Sudamerica,3
10,2018,Sudamerica,3
11,2018,Sudamerica,4
12,2018,Sudamerica,3
13,2018,Sudamerica,2
14,2018,Sudamerica,2
15,2018,Sudamerica,3
16,2018,Sudamerica,3
17,2018,Sudamerica,7
18,2018,Sudamerica,5
19,2018,Sudamerica,10
20,2018,Sudamerica,6
21,2018,Sudamerica,14
22,2018,Sudamerica,8
23,2018,Sudamerica,13
24,2018,Sudamerica,8
25,2018,Sudamerica,16
26,2018,Sudamerica,18
27,2018,Sudamerica,12
28,2018,Sudamerica,7
29,2018,Sudamerica,9
30,2018,Sudamerica,9
31,2018,Sudamerica,9
32,2018,Sudamerica,16
33,2018,Sudamerica,17
34,2018,Sudamerica,20
35,2018,Sudamerica,30
36,2018,Sudamerica,20
37,2018,Sudamerica,30
38,2018,Sudamerica,19
39,2018,Sudamerica,26
40,2018,Sudamerica,32
41,2018,Sudamerica,25
42,2018,Sudamerica,31
43,2018,Sudamerica,30
44,2018,Sudamerica,22
45,2018,Sudamerica,38
46,2018,Sudamerica,40
47,2018,Sudamerica,35
48,2018,Sudamerica,41
49,2018,Sudamerica,32
50,2018,Sudamerica,42
51,2018,Sudamerica,43
52,2018,Sudamerica,47
53,2018,Sudamerica,49
54,2018,Sudamerica,57
55,2018,Sudamerica,55
56,2018,Sudamerica,57
57,2018,Sudamerica,73
58,2018,Sudamerica,63
59,2018,Sudamerica,60
60,2018,Sudamerica,61
61,2018,Sudamerica,73
62,2018,Sudamerica,53
63,2018,Sudamerica,59
64,2018,Sudamerica,52
65,2018,Sudamerica,56
66,2018,Sudamerica,61
67,2018,Sudamerica,73
68,2018,Sudamerica,60
69,2018,Sudamerica,58
70,2018,Sudamerica,53
71,2018,Sudamerica,50
72,2018,Sudamerica,74
73,2018,Sudamerica,59
74,2018,Sudamerica,53
75,2018,Sudamerica,58
76,2018,Sudamerica,67
77,2018,Sudamerica,39
78,2018,Sudamerica,50
79,2018,Sudamerica,63
80,2018,Sudamerica,46
81,2018,Sudamerica,47
82,2018,Sudamerica,44
83,2018,Sudamerica,60
84,2018,Sudamerica,52
85,2018,Sudamerica,61
86,2018,Sudamerica,70
87,2018,Sudamerica,49
88,2018,Sudamerica,68
89,2018,Sudamerica,64
90,2018,Sudamerica,395
0,2019,Sudamerica,11
1,2019,Sudamerica,3
2,2019,Sudamerica,4
3,2019,Sudamerica,5
4,2019,Sudamerica,4
5,2019,Sudamerica,3
6,2019,Sudamerica,2
7,2019,Sudamerica,2
8,2019,Sudamerica,2
9,2019,Sudamerica,4
10,2019,Sudamerica,4
11,2019,Sudamerica,3
12,2019,Sudamerica,2
13,2019,Sudamerica,2
14,2019,Sudamerica,2
15,2019,Sudamerica,2
16,2019,Sudamerica,4
17,2019,Sudamerica,7
18,2019,Sudamerica,6
19,2019,Sudamerica,8
20,2019,Sudamerica,8
21,2019,Sudamerica,8
22,2019,Sudamerica,7
23,2019,Sudamerica,17
24,2019,Sudamerica,15
25,2019,Sudamerica,12
26,2019,Sudamerica,7
27,2019,Sudamerica,9
28,2019,Sudamerica,10
29,2019,Sudamerica,13
30,2019,Sudamerica,18
31,2019,Sudamerica,13
32,2019,Sudamerica,12
33,2019,Sudamerica,15
34,2019,Sudamerica,18
35,2019,Sudamerica,22
36,2019,Sudamerica,18
37,2019,Sudamerica,18
38,2019,Sudamerica,23
39,2019,Sudamerica,33
40,2019,Sudamerica,30
41,2019,Sudamerica,33
42,2019,Sudamerica,32
43,2019,Sudamerica,39
44,2019,Sudamerica,34
45,2019,Sudamerica,35
46,2019,Sudamerica,37
47,2019,Sudamerica,48
48,2019,Sudamerica,39
49,2019,Sudamerica,57
50,2019,Sudamerica,47
51,2019,Sudamerica,51
52,2019,Sudamerica,55
53,2019,Sudamerica,69
54,2019,Sudamerica,70
55,2019,Sudamerica,60
56,2019,Sudamerica,77
57,2019,Sudamerica,63
58,2019,Sudamerica,75
59,2019,Sudamerica,68
60,2019,Sudamerica,68
61,2019,Sudamerica,79
62,2019,Sudamerica,74
63,2019,Sudamerica,74
64,2019,Sudamerica,66
65,2019,Sudamerica,84
66,2019,Sudamerica,79
67,2019,Sudamerica,60
68,2019,Sudamerica,68
69,2019,Sudamerica,53
70,2019,Sudamerica,67
71,2019,Sudamerica,61
72,2019,Sudamerica,44
73,2019,Sudamerica,82
74,2019,Sudamerica,64
75,2019,Sudamerica,66
76,2019,Sudamerica,63
77,2019,Sudamerica,70
78,2019,Sudamerica,80
79,2019,Sudamerica,70
80,2019,Sudamerica,76
81,2019,Sudamerica,72
82,2019,Sudamerica,62
83,2019,Sudamerica,53
84,2019,Sudamerica,60
85,2019,Sudamerica,66
86,2019,Sudamerica,56
87,2019,Sudamerica,69
88,2019,Sudamerica,84
89,2019,Sudamerica,67
90,2019,Sudamerica,424
0,2020,Sudamerica,5
1,2020,Sudamerica,2
2,2020,Sudamerica,2
3,2020,Sudamerica,3
4,2020,Sudamerica,5
5,2020,Sudamerica,6
6,2020,Sudamerica,4
7,2020,Sudamerica,4
8,2020,Sudamerica,5
9,2020,Sudamerica,5
10,2020,Sudamerica,5
11,2020,Sudamerica,5
12,2020,Sudamerica,1
13,2020,Sudamerica,2
14,2020,Sudamerica,3
15,2020,Sudamerica,2
16,2020,Sudamerica,5
17,2020,Sudamerica,6
18,2020,Sudamerica,3
19,2020,Sudamerica,8
20,2020,Sudamerica,14
21,2020,Sudamerica,13
22,2020,Sudamerica,8
23,2020,Sudamerica,16
24,2020,Sudamerica,13
25,2020,Sudamerica,23
26,2020,Sudamerica,12
27,2020,Sudamerica,14
28,2020,Sudamerica,11
29,2020,Sudamerica,13
30,2020,Sudamerica,11
31,2020,Sudamerica,15
32,2020,Sudamerica,19
33,2020,Sudamerica,22
34,2020,Sudamerica,22
35,2020,Sudamerica,18
36,2020,Sudamerica,24
37,2020,Sudamerica,34
38,2020,Sudamerica,27
39,2020,Sudamerica,44
40,2020,Sudamerica,41
41,2020,Sudamerica,29
42,2020,Sudamerica,52
43,2020,Sudamerica,30
44,2020,Sudamerica,50
45,2020,Sudamerica,58
46,2020,Sudamerica,36
47,2020,Sudamerica,48
48,2020,Sudamerica,53
49,2020,Sudamerica,58
50,2020,Sudamerica,72
51,2020,Sudamerica,54
52,2020,Sudamerica,76
